名称,类别,区域,板块,地址,房型,面积,总价,朝向
整租·保集半岛 3室2厅 南,婺城区-江南-保集半岛/132.00㎡/南/3室2厅1卫/高楼层（6层）,婺城区,江南,保集半岛,3室2厅1卫,132,2300,南
整租·新都会 2室2厅 南,婺城区-江南-新都会/107.00㎡/南/2室2厅1卫/中楼层（32层）,婺城区,江南,新都会,2室2厅1卫,107,2900,南
整租·保集海塘府 4室2厅 南/北,婺城区-湖海塘-保集海塘府/140.00㎡/南北/4室2厅2卫/中楼层（10层）,婺城区,湖海塘,保集海塘府,4室2厅2卫,140,4500,南北
整租·溪霞苑 3室2厅 南/北,金东区-金东区-溪霞苑/110.00㎡/南北/3室2厅2卫/中楼层（26层）,金东区,金东区,溪霞苑,3室2厅2卫,110,3200,南北
整租·富力三江都荟 4室2厅 南/北,婺城区-江南-富力三江都荟/140.00㎡/南北/4室2厅2卫/低楼层（24层）,婺城区,江南,富力三江都荟,4室2厅2卫,140,4800,南北
整租·新青年公馆 4室2厅 南,婺城区-江南-新青年公馆/130.00㎡/南/4室2厅2卫/高楼层（11层）,婺城区,江南,新青年公馆,4室2厅2卫,130,3200,南
整租·金地艺境 4室2厅 南/北,金东区-金东区-金地艺境/137.00㎡/南北/4室2厅2卫/低楼层（10层）,金东区,金东区,金地艺境,4室2厅2卫,137,5000,南北
整租·保利·天汇 3室2厅 南/北,婺城区-江北-保利·天汇/89.00㎡/南北/3室2厅2卫/高楼层（18层）,婺城区,江北,保利·天汇,3室2厅2卫,89,4000,南北
整租·熙溪雅居 3室2厅 南/北,婺城区-婺城新区-熙溪雅居/75.00㎡/南北/3室2厅1卫/低楼层（8层）,婺城区,婺城新区,熙溪雅居,3室2厅1卫,75,2000,南北
整租·云都公寓 1室1厅 南/北,婺城区-江南-云都公寓/47.00㎡/南北/1室1厅1卫/中楼层（11层）,婺城区,江南,云都公寓,1室1厅1卫,47,1300,南北
整租·湖塘月色 4室2厅 南,婺城区-湖海塘-湖塘月色/130.00㎡/南/4室2厅2卫/中楼层（16层）,婺城区,湖海塘,湖塘月色,4室2厅2卫,130,4000,南
整租·厚富小区南区 1室1厅 南,义乌市-北苑-厚富小区南区/45.00㎡/南/1室1厅1卫/中楼层（5层）,义乌市,北苑,厚富小区南区,1室1厅1卫,45,1600,南
整租·星月嘉园 3室2厅 南/北,永康市-永康市-星月嘉园/102.00㎡/南北/3室2厅2卫/高楼层（33层）,永康市,永康市,星月嘉园,3室2厅2卫,102,3000,南北
整租·盛世緑园 4室2厅 南,婺城区-江南-盛世緑园/167.00㎡/南/4室2厅2卫/低楼层（7层）,婺城区,江南,盛世緑园,4室2厅2卫,167,4500,南
整租·陈宅佳苑 3室2厅 南,婺城区-江南-陈宅佳苑/110.00㎡/南/3室2厅2卫/中楼层（17层）,婺城区,江南,陈宅佳苑,3室2厅2卫,110,3300,南
整租·东方国际财富双塔 1室1厅 西南,婺城区-江北-东方国际财富双塔/40.00㎡/西南/1室1厅1卫/中楼层（29层）,婺城区,江北,东方国际财富双塔,1室1厅1卫,40,1300,西南
整租·厚富小区南区 1室1厅 东南/南,义乌市-北苑-厚富小区南区/38.00㎡/东南南/1室1厅1卫/中楼层（5层）,义乌市,北苑,厚富小区南区,1室1厅1卫,38,1650,东南南
整租·浙师大生活区 3室2厅 南,婺城区-江北-浙师大生活区/104.00㎡/南/3室2厅1卫/低楼层（6层）,婺城区,江北,浙师大生活区,3室2厅1卫,104,2200,南
整租·柳湖花园 3室2厅 南,婺城区-江北-柳湖花园/124.00㎡/南/3室2厅1卫/低楼层（6层）,婺城区,江北,柳湖花园,3室2厅1卫,124,2500,南
整租·保集外滩 3室2厅 南/北,金东区-金东区-保集外滩/89.00㎡/南北/3室2厅1卫/中楼层（11层）,金东区,金东区,保集外滩,3室2厅1卫,89,2800,南北
整租·黄杨梅一区 1室0厅 西南,义乌市-北苑-黄杨梅一区/38.00㎡/西南/1室0厅1卫/高楼层（4层）,义乌市,北苑,黄杨梅一区,1室0厅1卫,38,1500,西南
整租·当代华府 3室2厅 南/北,婺城区-江南-当代华府/119.00㎡/南北/3室2厅2卫/中楼层（7层）,婺城区,江南,当代华府,3室2厅2卫,119,3800,南北
整租·新都会 4室2厅 南/北,婺城区-江南-新都会/191.00㎡/南北/4室2厅2卫/高楼层（33层）,婺城区,江南,新都会,4室2厅2卫,191,3900,南北
整租·金湖雅苑 2室1厅 南,婺城区-湖海塘-金湖雅苑/75.00㎡/南/2室1厅1卫/中楼层（28层）,婺城区,湖海塘,金湖雅苑,2室1厅1卫,75,2500,南
整租·新城云昱 4室2厅 南,金东区-金义都市新区-新城云昱/127.00㎡/南/4室2厅2卫/中楼层（26层）,金东区,金义都市新区,新城云昱,4室2厅2卫,127,833,南
整租·都市郦景园 3室2厅 南,婺城区-婺城新区-都市郦景园/110.00㎡/南/3室2厅2卫/中楼层（11层）,婺城区,婺城新区,都市郦景园,3室2厅2卫,110,1500,南
整租·南龙公寓 1室1厅 北,永康市-永康市-南龙公寓/55.00㎡/北/1室1厅1卫/中楼层（24层）,永康市,永康市,南龙公寓,1室1厅1卫,55,1250,北
整租·昆仑大厦 1室1厅 南,婺城区-婺城新区-昆仑大厦/42.00㎡/南/1室1厅1卫/高楼层（23层）,婺城区,婺城新区,昆仑大厦,1室1厅1卫,42,1300,南
整租·意谐缤虹星城 3室2厅 南,婺城区-婺城新区-意谐缤虹星城/89.00㎡/南/3室2厅1卫/低楼层（28层）,婺城区,婺城新区,意谐缤虹星城,3室2厅1卫,89,2000,南
整租·昆仑大厦 1室1厅 南,婺城区-婺城新区-昆仑大厦/50.00㎡/南/1室1厅1卫/中楼层（23层）,婺城区,婺城新区,昆仑大厦,1室1厅1卫,50,1500,南
整租·三江国际花园 1室1厅 南,金东区-多湖-三江国际花园/56.00㎡/南/1室1厅1卫/高楼层（15层）,金东区,多湖,三江国际花园,1室1厅1卫,56,2200,南
整租·邮电小区 3室2厅 南/北,金东区-金东新城-邮电小区/102.00㎡/南北/3室2厅1卫/低楼层（5层）,金东区,金东新城,邮电小区,3室2厅1卫,102,1800,南北
整租·天山龙城B区 3室2厅 南/北,金东区-金义都市新区-天山龙城B区/135.00㎡/南北/3室2厅2卫/高楼层（7层）,金东区,金义都市新区,天山龙城B区,3室2厅2卫,135,2300,南北
整租·天山龙城B区 3室1厅 南/北,金东区-金义都市新区-天山龙城B区/120.00㎡/南北/3室1厅1卫/中楼层（7层）,金东区,金义都市新区,天山龙城B区,3室1厅1卫,120,2250,南北
整租·天山龙城A区 4室2厅 南/北,金东区-金义都市新区-天山龙城A区/198.00㎡/南北/4室2厅2卫/高楼层（30层）,金东区,金义都市新区,天山龙城A区,4室2厅2卫,198,3333,南北
整租·诚信一区 1室0厅 西南,义乌市-稠城-诚信一区/40.00㎡/西南/1室0厅1卫/高楼层（5层）,义乌市,稠城,诚信一区,1室0厅1卫,40,1380,西南
整租·贝村小区 1室0厅 东南/南,义乌市-稠城-贝村小区/35.00㎡/东南南/1室0厅1卫/中楼层（6层）,义乌市,稠城,贝村小区,1室0厅1卫,35,1280,东南南
整租·滨江金地·万家风华 3室2厅 南/北,义乌市-稠城-滨江金地·万家风华/99.00㎡/南北/3室2厅2卫/高楼层（21层）,义乌市,稠城,滨江金地·万家风华,3室2厅2卫,99,5000,南北
整租·阳光小区 1室1厅 东南/南,义乌市-稠城-阳光小区/55.00㎡/东南南/1室1厅1卫/低楼层（6层）,义乌市,稠城,阳光小区,1室1厅1卫,55,3280,东南南
整租·新马路299号 2室1厅 东南/南,义乌市-北苑-新马路299号/80.00㎡/东南南/2室1厅1卫/高楼层（6层）,义乌市,北苑,新马路299号,2室1厅1卫,80,2700,东南南
整租·四季四区 1室0厅 南,义乌市-北苑-四季四区/35.00㎡/南/1室0厅1卫/中楼层（5层）,义乌市,北苑,四季四区,1室0厅1卫,35,1200,南
整租·现代花园 4室2厅 南/北,义乌市-北苑-现代花园/180.00㎡/南北/4室2厅2卫/低楼层（18层）,义乌市,北苑,现代花园,4室2厅2卫,180,5500,南北
整租·江东新村 3室2厅 南/北,义乌市-江东-江东新村/111.00㎡/南北/3室2厅1卫/中楼层（7层）,义乌市,江东,江东新村,3室2厅1卫,111,3333,南北
整租·江南四区 1室0厅 东南/南,义乌市-江东-江南四区/38.00㎡/东南南/1室0厅1卫/高楼层（4层）,义乌市,江东,江南四区,1室0厅1卫,38,1300,东南南
整租·杜元小区 1室0厅 南,义乌市-后宅-杜元小区/32.00㎡/南/1室0厅1卫/中楼层（5层）,义乌市,后宅,杜元小区,1室0厅1卫,32,1500,南
整租·北站一区 1室0厅 东南/南,义乌市-后宅-北站一区/35.00㎡/东南南/1室0厅1卫/中楼层（5层）,义乌市,后宅,北站一区,1室0厅1卫,35,1400,东南南
整租·杨一村望湖公馆 3室2厅 南,义乌市-稠江-杨一村望湖公馆/105.00㎡/南/3室2厅1卫/高楼层（20层）,义乌市,稠江,杨一村望湖公馆,3室2厅1卫,105,3850,南
整租·万达SOHO公寓 2室1厅 南,义乌市-稠江-万达SOHO公寓/62.00㎡/南/2室1厅1卫/高楼层（33层）,义乌市,稠江,万达SOHO公寓,2室1厅1卫,62,3200,南
整租·杨村一区 1室0厅 南,义乌市-稠江-杨村一区/35.00㎡/南/1室0厅1卫/中楼层（6层）,义乌市,稠江,杨村一区,1室0厅1卫,35,1350,南
整租·龙回四区 1室0厅 东南/南,义乌市-稠江-龙回四区/35.00㎡/东南南/1室0厅1卫/中楼层（5层）,义乌市,稠江,龙回四区,1室0厅1卫,35,1260,东南南
整租·黎明三区 1室0厅 南,义乌市-稠江-黎明三区/28.00㎡/南/1室0厅1卫/中楼层（5层）,义乌市,稠江,黎明三区,1室0厅1卫,28,1100,南
整租·西田畈新村 1室0厅 东南/南,义乌市-廿三里-西田畈新村/35.00㎡/东南南/1室0厅1卫/高楼层（4层）,义乌市,廿三里,西田畈新村,1室0厅1卫,35,1380,东南南
整租·下朱宅A区 1室0厅 东南/南/北,义乌市-廿三里-下朱宅A区/35.00㎡/东南南北/1室0厅1卫/高楼层（4层）,义乌市,廿三里,下朱宅A区,1室0厅1卫,35,1300,东南南北
整租·滨江壹品 3室2厅 南/北,义乌市-福田-滨江壹品/140.00㎡/南北/3室2厅2卫/低楼层（39层）,义乌市,福田,滨江壹品,3室2厅2卫,140,8500,南北
整租·苏溪之心 1室1厅 东南/南,义乌市-苏溪-苏溪之心/35.00㎡/东南南/1室1厅1卫/高楼层（3层）,义乌市,苏溪,苏溪之心,1室1厅1卫,35,1650,东南南
整租·九洲百合 2室2厅 南/北,义乌市-义乌市-九洲百合/108.00㎡/南北/2室2厅2卫/中楼层（18层）,义乌市,义乌市,九洲百合,2室2厅2卫,108,2600,南北
整租·大塘下新村一区 1室0厅 东北,义乌市-义乌市-大塘下新村一区/30.00㎡/东北/1室0厅1卫/中楼层（5层）,义乌市,义乌市,大塘下新村一区,1室0厅1卫,30,1199,东北
整租·大塘下新村一区 1室0厅 东南/南,义乌市-义乌市-大塘下新村一区/30.00㎡/东南南/1室0厅1卫/高楼层（5层）,义乌市,义乌市,大塘下新村一区,1室0厅1卫,30,1600,东南南
整租·紫薇国际广场 1室0厅 北,永康市-永康市-紫薇国际广场/40.00㎡/北/1室0厅1卫/中楼层（15层）,永康市,永康市,紫薇国际广场,1室0厅1卫,40,1300,北
整租·望春小区 3室1厅 南/北,永康市-永康市-望春小区/111.00㎡/南北/3室1厅1卫/高楼层（7层）,永康市,永康市,望春小区,3室1厅1卫,111,1700,南北
整租·青口北区 1室1厅 东南/南,义乌市-江东-青口北区/50.00㎡/东南南/1室1厅1卫/高楼层（4层）,义乌市,江东,青口北区,1室1厅1卫,50,2000,东南南
整租·百合嘉苑 1室1厅 南,婺城区-江南-百合嘉苑/40.00㎡/南/1室1厅1卫/低楼层（15层）,婺城区,江南,百合嘉苑,1室1厅1卫,40,1500,南
整租·桂语听澜 4室2厅 南/北,永康市-永康市-桂语听澜/128.00㎡/南北/4室2厅2卫/中楼层（17层）,永康市,永康市,桂语听澜,4室2厅2卫,128,3700,南北
整租·东方国际公馆 3室2厅 南/北,婺城区-江北-东方国际公馆/147.00㎡/南北/3室2厅2卫/中楼层（26层）,婺城区,江北,东方国际公馆,3室2厅2卫,147,3500,南北
整租·保集蓝郡 2室2厅 南/北,婺城区-江南-保集蓝郡/72.00㎡/南北/2室2厅1卫/中楼层（18层）,婺城区,江南,保集蓝郡,2室2厅1卫,72,2600,南北
整租·工商城 2室2厅 南,婺城区-江南-工商城/85.00㎡/南/2室2厅1卫/高楼层（6层）,婺城区,江南,工商城,2室2厅1卫,85,1500,南
整租·湖塘月色 4室2厅 南,婺城区-湖海塘-湖塘月色/130.00㎡/南/4室2厅1卫/中楼层（16层）,婺城区,湖海塘,湖塘月色,4室2厅1卫,130,4800,南
整租·秀水园 1室1厅 南,婺城区-婺城新区-秀水园/42.00㎡/南/1室1厅1卫/高楼层（11层）,婺城区,婺城新区,秀水园,1室1厅1卫,42,1300,南
整租·中天·澜园小区 3室2厅 南,金东区-金东区-中天·澜园小区/88.00㎡/南/3室2厅1卫/中楼层（14层）,金东区,金东区,中天·澜园小区,3室2厅1卫,88,2083,南
整租·金桂院南区 3室2厅 南,婺城区-湖海塘-金桂院南区/137.00㎡/南/3室2厅2卫/高楼层（7层）,婺城区,湖海塘,金桂院南区,3室2厅2卫,137,2600,南
整租·红星金义天铂 3室2厅 东南,金东区-金义都市新区-红星金义天铂/96.00㎡/东南/3室2厅2卫/低楼层（27层）,金东区,金义都市新区,红星金义天铂,3室2厅2卫,96,600,东南
整租·紫丁花园 3室2厅 南,婺城区-湖海塘-紫丁花园/108.00㎡/南/3室2厅2卫/中楼层（15层）,婺城区,湖海塘,紫丁花园,3室2厅2卫,108,3000,南
整租·楼下新村一区 1室1厅 东南/南,义乌市-稠江-楼下新村一区/50.00㎡/东南南/1室1厅1卫/中楼层（5层）,义乌市,稠江,楼下新村一区,1室1厅1卫,50,3280,东南南
整租·楼下新村一区 1室1厅 南/北,义乌市-稠江-楼下新村一区/50.00㎡/南北/1室1厅1卫/高楼层（5层）,义乌市,稠江,楼下新村一区,1室1厅1卫,50,3280,南北
整租·南龙公寓 1室1厅 北,永康市-永康市-南龙公寓/50.00㎡/北/1室1厅1卫/高楼层（24层）,永康市,永康市,南龙公寓,1室1厅1卫,50,1416,北
整租·江东新村 1室0厅 东南/南,义乌市-江东-江东新村/30.00㎡/东南南/1室0厅1卫/中楼层（7层）,义乌市,江东,江东新村,1室0厅1卫,30,1299,东南南
整租·东方国际公馆 2室2厅 南/北,婺城区-江北-东方国际公馆/99.00㎡/南北/2室2厅1卫/中楼层（26层）,婺城区,江北,东方国际公馆,2室2厅1卫,99,3500,南北
整租·保亿湖风雅园 3室2厅 南,婺城区-湖海塘-保亿湖风雅园/89.00㎡/南/3室2厅2卫/中楼层（11层）,婺城区,湖海塘,保亿湖风雅园,3室2厅2卫,89,3300,南
整租·云都公寓 1室1厅 南,婺城区-江南-云都公寓/45.00㎡/南/1室1厅1卫/高楼层（11层）,婺城区,江南,云都公寓,1室1厅1卫,45,1600,南
整租·新都会 3室2厅 南,婺城区-江南-新都会/122.00㎡/南/3室2厅2卫/中楼层（33层）,婺城区,江南,新都会,3室2厅2卫,122,3000,南
整租·青城雅居 3室2厅 南,婺城区-江南-青城雅居/89.00㎡/南/3室2厅1卫/高楼层（6层）,婺城区,江南,青城雅居,3室2厅1卫,89,2500,南
整租·金地格林春晓 3室2厅 南,婺城区-湖海塘-金地格林春晓/89.00㎡/南/3室2厅1卫/中楼层（7层）,婺城区,湖海塘,金地格林春晓,3室2厅1卫,89,2300,南
整租·湖塘月色 3室2厅 南,婺城区-湖海塘-湖塘月色/111.00㎡/南/3室2厅2卫/中楼层（16层）,婺城区,湖海塘,湖塘月色,3室2厅2卫,111,4500,南
整租·滨江·金色蓝庭 3室2厅 南,婺城区-湖海塘-滨江·金色蓝庭/89.00㎡/南/3室2厅1卫/低楼层（14层）,婺城区,湖海塘,滨江·金色蓝庭,3室2厅1卫,89,2800,南
整租·紫悦花园 3室2厅 南,婺城区-湖海塘-紫悦花园/108.00㎡/南/3室2厅2卫/高楼层（18层）,婺城区,湖海塘,紫悦花园,3室2厅2卫,108,3200,南
整租·紫东苑北区 3室2厅 南,婺城区-江南-紫东苑北区/113.00㎡/南/3室2厅2卫/中楼层（7层）,婺城区,江南,紫东苑北区,3室2厅2卫,113,2300,南
整租·华丰商城 4室2厅 南,金东区-金东区-华丰商城/130.00㎡/南/4室2厅2卫/中楼层（7层）,金东区,金东区,华丰商城,4室2厅2卫,130,2200,南
整租·宗塘一区 1室0厅 南,义乌市-江东-宗塘一区/30.00㎡/南/1室0厅1卫/高楼层（4层）,义乌市,江东,宗塘一区,1室0厅1卫,30,1250,南
整租·桂语听澜 4室2厅 南/北,永康市-永康市-桂语听澜/130.00㎡/南北/4室2厅2卫/高楼层（17层）,永康市,永康市,桂语听澜,4室2厅2卫,130,3750,南北
整租·四海铭门 3室2厅 南,金东区-金义都市新区-四海铭门/118.00㎡/南/3室2厅2卫/低楼层（16层）,金东区,金义都市新区,四海铭门,3室2厅2卫,118,2900,南
整租·湖塘月色 4室2厅 南/北,婺城区-湖海塘-湖塘月色/143.00㎡/南北/4室2厅2卫/低楼层（16层）,婺城区,湖海塘,湖塘月色,4室2厅2卫,143,5000,南北
整租·保利大国璟 3室2厅 南,婺城区-江北-保利大国璟/98.00㎡/南/3室2厅2卫/高楼层（17层）,婺城区,江北,保利大国璟,3室2厅2卫,98,4000,南
整租·光明湖海城市花园 4室2厅 南,婺城区-湖海塘-光明湖海城市花园/138.00㎡/南/4室2厅2卫/低楼层（20层）,婺城区,湖海塘,光明湖海城市花园,4室2厅2卫,138,4000,南
整租·东方国际财富双塔 2室2厅 南,婺城区-江北-东方国际财富双塔/81.00㎡/南/2室2厅1卫/高楼层（29层）,婺城区,江北,东方国际财富双塔,2室2厅1卫,81,2700,南
整租·保亿湖风雅园 3室2厅 南,婺城区-湖海塘-保亿湖风雅园/89.00㎡/南/3室2厅2卫/低楼层（11层）,婺城区,湖海塘,保亿湖风雅园,3室2厅2卫,89,2500,南
整租·保亿湖风雅园 3室2厅 南,婺城区-湖海塘-保亿湖风雅园/108.00㎡/南/3室2厅2卫/低楼层（10层）,婺城区,湖海塘,保亿湖风雅园,3室2厅2卫,108,3200,南
整租·银厦文化广场 1室1厅 南,婺城区-江北-银厦文化广场/58.00㎡/南/1室1厅1卫/中楼层（27层）,婺城区,江北,银厦文化广场,1室1厅1卫,58,1600,南
整租·金华万达广场SOHO 1室1厅 南,金东区-金东区-金华万达广场SOHO/47.00㎡/南/1室1厅1卫/低楼层（30层）,金东区,金东区,金华万达广场SOHO,1室1厅1卫,47,1400,南
整租·保亿·天润华府 4室2厅 南,婺城区-秋滨工业区-保亿·天润华府/125.00㎡/南/4室2厅2卫/中楼层（11层）,婺城区,秋滨工业区,保亿·天润华府,4室2厅2卫,125,5500,南
整租·宝龙公寓 1室0厅 东/南,永康市-永康市-宝龙公寓/63.00㎡/东南/1室0厅1卫/低楼层（24层）,永康市,永康市,宝龙公寓,1室0厅1卫,63,3000,东南
